index,upstream_sha,subject,planned_areas,planned_treatment,path_count,upstream_paths,status,review_note,crew_evidence,validation
51,8d2d0ff5ad42733e9949442c4b6358d0ba87f9a8,Centralize replaceable event persistence (#6660),01-toolchain-ci-docs;02-shared-substrate,integrate final released behavior,6,.github/workflows/ci.yml;crates/buzz-db/src/channel.rs;crates/buzz-db/src/event.rs;crates/buzz-db/src/lib.rs;crates/buzz-db/src/replaceable.rs;crates/buzz-relay/src/handlers/command_executor.rs,adapted,Final 0.5.22 source for Centralize replaceable event persistence is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,.github/workflows/ci.yml;final-target-deleted:crates/buzz-db/src/channel.rs;final-target-deleted:crates/buzz-db/src/event.rs;crates/buzz-db/src/lib.rs;final-target-deleted:crates/buzz-db/src/replaceable.rs;crates/buzz-relay/src/handlers/command_executor.rs;.github/workflows/nuncio-crew-ci.yml;.github/workflows/nuncio-crew-release.yml;plans/reports/260905-substrate-integration.md;plans/reports/reviewer-260905-coverage-audit.md,"Final-source audit: 5 target-exact, 1 adapted, 0 intentional Crew/mapped paths. 272 committed isolated PostgreSQL tests passed. Relay integration and isolated PostgreSQL regressions recorded in substrate evidence. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
52,a8e1c66c4a5017a32e41e04e2ba6059e2dfcae21,fix(desktop): polish inline chip states (#6718),04-desktop,integrate final released behavior,4,desktop/src/shared/styles/globals/composer.css;desktop/src/shared/styles/globals/markdown.css;desktop/tests/e2e/entity-link-recipient-cards.spec.ts;desktop/tests/e2e/mentions.spec.ts,adapted,Final 0.5.22 source for fix(desktop): polish inline chip states is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,desktop/src/shared/styles/globals/composer.css;desktop/src/shared/styles/globals/markdown.css;desktop/tests/e2e/entity-link-recipient-cards.spec.ts;desktop/tests/e2e/mentions.spec.ts;plans/reports/reviewer-260905-coverage-audit.md;plans/reports/reviewer-20260905-final-desktop-reconciliation.md,"Final-source audit: 0 target-exact, 4 adapted, 0 intentional Crew/mapped paths. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
53,822c5ab231bc253d809d2d13da4b381f723dcd25,Hide Huddles in mobile agent DMs (#6676),04-mobile,integrate final released behavior,12,mobile/lib/features/channels/channel_detail_page.dart;mobile/lib/features/channels/channel_management_provider.dart;mobile/lib/shared/mentions/agent_identity_provider.dart;mobile/lib/shared/profile/user_cache_provider.dart;mobile/lib/shared/relay/relay_session.dart;mobile/lib/shared/relay/relay_session_auth.dart;mobile/lib/shared/relay/relay_session_types.dart;mobile/test/features/channels/channel_detail_page_test.dart;mobile/test/features/channels/reaction_row_test.dart;mobile/test/shared/mentions/agent_identity_provider_test.dart;mobile/test/shared/profile/user_cache_provider_test.dart;mobile/test/shared/relay/relay_session_test.dart,adapted,Final 0.5.22 source for Hide Huddles in mobile agent DMs is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,mobile/lib/features/channels/channel_detail_page.dart;mobile/lib/features/channels/channel_management_provider.dart;mobile/lib/shared/mentions/agent_identity_provider.dart;mobile/lib/shared/profile/user_cache_provider.dart;mobile/lib/shared/relay/relay_session.dart;mobile/lib/shared/relay/relay_session_auth.dart;mobile/lib/shared/relay/relay_session_types.dart;mobile/test/features/channels/channel_detail_page_test.dart;mobile/test/features/channels/reaction_row_test.dart;mobile/test/shared/mentions/agent_identity_provider_test.dart;mobile/test/shared/profile/user_cache_provider_test.dart;mobile/test/shared/relay/relay_session_test.dart;plans/reports/reviewer-260905-coverage-audit.md,"Final-source audit: 9 target-exact, 3 adapted, 0 intentional Crew/mapped paths. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
54,9aa332af03b4fb416dd8648b320447617ffd6fa5,Add inline profile camera capture (#6680),04-mobile,integrate final released behavior,33,mobile/ios/Runner/JumpToLatestGlassButton.swift;mobile/lib/features/profile/animated_avatar_capture.dart;mobile/lib/features/profile/animated_avatar_capture/capture_controls.dart;mobile/lib/features/profile/animated_avatar_capture/error_text.dart;mobile/lib/features/profile/animated_avatar_capture/frame_processing.dart;mobile/lib/features/profile/animated_avatar_capture/review_controls.dart;mobile/lib/features/profile/avatar_editor_option_button.dart;mobile/lib/features/profile/camera_disposal_barrier.dart;mobile/lib/features/profile/image_avatar_capture.dart;mobile/lib/features/profile/image_avatar_capture/camera_preview.dart;mobile/lib/features/profile/image_avatar_capture/morphing_camera_action.dart;mobile/lib/features/profile/image_avatar_capture/shutter_button.dart;mobile/lib/features/profile/profile_avatar_draft.dart;mobile/lib/features/profile/profile_avatar_editor.dart;mobile/lib/features/profile/profile_avatar_editor/emoji_avatar_picker.dart;mobile/lib/features/profile/profile_edit_page.dart;mobile/lib/features/profile/profile_provider.dart;mobile/lib/features/profile/profile_text_editor.dart;mobile/lib/features/profile/settings_profile_header.dart;mobile/lib/shared/widgets/ios_glass_navigation_button.dart;mobile/lib/shared/widgets/playing_avatar_image.dart;mobile/lib/shared/widgets/progressive_animated_avatar.dart;mobile/pubspec.lock;mobile/pubspec.yaml;mobile/test/features/profile/animated_avatar_capture_test.dart;mobile/test/features/profile/camera_disposal_barrier_test.dart;mobile/test/features/profile/image_avatar_capture_lifecycle_test.dart;mobile/test/features/profile/profile_avatar_draft_test.dart;mobile/test/features/profile/profile_edit_page_test.dart;mobile/test/features/profile/profile_edit_page_test/image_selection_tests.dart;mobile/test/features/profile/profile_edit_page_test/motion_and_accessibility_tests.dart;mobile/test/features/profile/profile_edit_retry_test.dart;mobile/test/features/profile/settings_profile_header_test.dart,ported,Final 0.5.22 source for Add inline profile camera capture is accounted for at the current paths below. Every listed path matches the final target bytes (including final target deletions).,mobile/ios/Runner/JumpToLatestGlassButton.swift;mobile/lib/features/profile/animated_avatar_capture.dart;mobile/lib/features/profile/animated_avatar_capture/capture_controls.dart;mobile/lib/features/profile/animated_avatar_capture/error_text.dart;mobile/lib/features/profile/animated_avatar_capture/frame_processing.dart;mobile/lib/features/profile/animated_avatar_capture/review_controls.dart;mobile/lib/features/profile/avatar_editor_option_button.dart;mobile/lib/features/profile/camera_disposal_barrier.dart;mobile/lib/features/profile/image_avatar_capture.dart;mobile/lib/features/profile/image_avatar_capture/camera_preview.dart;mobile/lib/features/profile/image_avatar_capture/morphing_camera_action.dart;mobile/lib/features/profile/image_avatar_capture/shutter_button.dart;mobile/lib/features/profile/profile_avatar_draft.dart;mobile/lib/features/profile/profile_avatar_editor.dart;mobile/lib/features/profile/profile_avatar_editor/emoji_avatar_picker.dart;mobile/lib/features/profile/profile_edit_page.dart;mobile/lib/features/profile/profile_provider.dart;mobile/lib/features/profile/profile_text_editor.dart;mobile/lib/features/profile/settings_profile_header.dart;mobile/lib/shared/widgets/ios_glass_navigation_button.dart;mobile/lib/shared/widgets/playing_avatar_image.dart;mobile/lib/shared/widgets/progressive_animated_avatar.dart;mobile/pubspec.lock;mobile/pubspec.yaml;mobile/test/features/profile/animated_avatar_capture_test.dart;mobile/test/features/profile/camera_disposal_barrier_test.dart;mobile/test/features/profile/image_avatar_capture_lifecycle_test.dart;mobile/test/features/profile/profile_avatar_draft_test.dart;mobile/test/features/profile/profile_edit_page_test.dart;mobile/test/features/profile/profile_edit_page_test/image_selection_tests.dart;mobile/test/features/profile/profile_edit_page_test/motion_and_accessibility_tests.dart;mobile/test/features/profile/profile_edit_retry_test.dart;mobile/test/features/profile/settings_profile_header_test.dart;plans/reports/reviewer-260905-coverage-audit.md,"Final-source audit: 33 target-exact, 0 adapted, 0 intentional Crew/mapped paths. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
55,8b812017a79c9279594330fb2b04c1eaf0e6e6c1,Fix mobile Huddle agent voice turn states (#6611),04-desktop;04-mobile,integrate final released behavior,9,desktop/src-tauri/src/huddle/playout.rs;mobile/lib/features/channels/channel_detail_page.dart;mobile/lib/features/channels/channel_detail_page/huddle_call_avatar.dart;mobile/lib/features/channels/channel_detail_page/huddle_call_participants.dart;mobile/lib/features/channels/channel_detail_page/huddle_participant_cluster.dart;mobile/lib/features/channels/channel_detail_page/huddle_participant_overlay.dart;mobile/lib/features/channels/channel_detail_page/huddle_sheet.dart;mobile/lib/shared/widgets/bouncing_dots_indicator.dart;mobile/test/features/channels/channel_detail_page_test.dart,adapted,Final 0.5.22 source for Fix mobile Huddle agent voice turn states is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,desktop/src-tauri/src/huddle/playout.rs;mobile/lib/features/channels/channel_detail_page.dart;mobile/lib/features/channels/channel_detail_page/huddle_call_avatar.dart;mobile/lib/features/channels/channel_detail_page/huddle_call_participants.dart;mobile/lib/features/channels/channel_detail_page/huddle_participant_cluster.dart;mobile/lib/features/channels/channel_detail_page/huddle_participant_overlay.dart;mobile/lib/features/channels/channel_detail_page/huddle_sheet.dart;mobile/lib/shared/widgets/bouncing_dots_indicator.dart;mobile/test/features/channels/channel_detail_page_test.dart;plans/reports/implementer-260905-native-release-integration.md;plans/reports/reviewer-260905-coverage-audit.md;plans/reports/reviewer-20260905-final-desktop-reconciliation.md,"Final-source audit: 8 target-exact, 1 adapted, 0 intentional Crew/mapped paths. Native tests 3431 passed, 19 ignored; clippy passed. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
56,9d1e4b257657f382d3111ce748f3da8d063b7671,Extract community persistence (#6668),02-shared-substrate,integrate final released behavior,2,crates/buzz-db/src/community.rs;crates/buzz-db/src/lib.rs,ported,Final 0.5.22 source for Extract community persistence is accounted for at the current paths below. Every listed path matches the final target bytes (including final target deletions).,final-target-deleted:crates/buzz-db/src/community.rs;crates/buzz-db/src/lib.rs;plans/reports/260905-substrate-integration.md;plans/reports/reviewer-260905-coverage-audit.md,"Final-source audit: 2 target-exact, 0 adapted, 0 intentional Crew/mapped paths. 272 committed isolated PostgreSQL tests passed. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
57,931747c9c42df14d5c23c87fe57e30b995321ae3,Add staging dev relay image workflow (#6709),01-toolchain-ci-docs,integrate final released behavior,2,.github/workflows/staging-dev-relay-image.yml;docs/staging-dev-relay-images.md,adapted,Keep Crew deployment ownership: import released staging-image documentation but do not enable Block staging workflow.,intentionally-omitted:.github/workflows/staging-dev-relay-image.yml;docs/staging-dev-relay-images.md;.github/workflows/nuncio-crew-ci.yml;.github/workflows/nuncio-crew-release.yml;plans/reports/reviewer-260905-coverage-audit.md,"Final-source audit: 1 target-exact, 0 adapted, 1 intentional Crew/mapped paths. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
58,a1219070fa6c3263c8a29637c70b7a317d4ecd9d,feat(buzz-agent): gate LLM tool calls on session/request_permission (#5712),03-agent-runtime,integrate final released behavior,12,crates/buzz-agent/src/agent.rs;crates/buzz-agent/src/config.rs;crates/buzz-agent/src/lib.rs;crates/buzz-agent/src/llm.rs;crates/buzz-agent/src/mcp.rs;crates/buzz-agent/src/permission.rs;crates/buzz-agent/src/wire.rs;crates/buzz-agent/tests/bin/fake_mcp.rs;crates/buzz-agent/tests/common/mod.rs;crates/buzz-agent/tests/fake_llm.rs;crates/buzz-agent/tests/permission_boundary.rs;crates/buzz-agent/tests/regressions.rs,ported,Final 0.5.22 source for feat(buzz-agent): gate LLM tool calls on session/request_permission is accounted for at the current paths below. Every listed path matches the final target bytes (including final target deletions).,crates/buzz-agent/src/agent.rs;crates/buzz-agent/src/config.rs;crates/buzz-agent/src/lib.rs;crates/buzz-agent/src/llm.rs;crates/buzz-agent/src/mcp.rs;crates/buzz-agent/src/permission.rs;crates/buzz-agent/src/wire.rs;crates/buzz-agent/tests/bin/fake_mcp.rs;crates/buzz-agent/tests/common/mod.rs;crates/buzz-agent/tests/fake_llm.rs;crates/buzz-agent/tests/permission_boundary.rs;crates/buzz-agent/tests/regressions.rs;plans/reports/reviewer-260905-acp-release-integration.md;plans/reports/reviewer-260905-coverage-audit.md,"Final-source audit: 12 target-exact, 0 adapted, 0 intentional Crew/mapped paths. ACP/agent permission and telemetry integration independently reviewed. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
59,bb5b9357a7c8ddeaee73f6252c7d9f8a9014dbc9,Fix TipTap editor mount race (#6779),04-desktop,integrate final released behavior,3,desktop/src/features/messages/ui/SelectionFormattingTray.tsx;desktop/src/features/messages/ui/selectionFormattingTrayEditorDom.test.mjs;desktop/src/features/messages/ui/selectionFormattingTrayEditorDom.ts,ported,Final 0.5.22 source for Fix TipTap editor mount race is accounted for at the current paths below. Every listed path matches the final target bytes (including final target deletions).,desktop/src/features/messages/ui/SelectionFormattingTray.tsx;desktop/src/features/messages/ui/selectionFormattingTrayEditorDom.test.mjs;desktop/src/features/messages/ui/selectionFormattingTrayEditorDom.ts;plans/reports/implementer-260905-desktop-message-notification-huddle-ports.md;plans/reports/reviewer-260905-coverage-audit.md;plans/reports/reviewer-20260905-final-desktop-reconciliation.md,"Final-source audit: 3 target-exact, 0 adapted, 0 intentional Crew/mapped paths. 1374 message tests and 193 focused integration tests passed at report snapshot. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
60,d12dea4e67c5224a626d9c00f45e68d1def72d4c,Support community deletion in versioned media buckets (#6738),01-toolchain-ci-docs;02-shared-substrate;04-desktop,integrate final released behavior,11,Cargo.lock;crates/buzz-db/src/deletion.rs;crates/buzz-deletion/src/lib.rs;crates/buzz-media/Cargo.toml;crates/buzz-media/src/lib.rs;crates/buzz-media/src/storage.rs;crates/buzz-media/tests/versioned_minio.rs;crates/buzz-relay/src/api/git/transport.rs;crates/buzz-relay/src/handlers/side_effects.rs;deploy/charts/buzz/values.yaml;desktop/src-tauri/Cargo.lock,adapted,Final 0.5.22 source for Support community deletion in versioned media buckets is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,Cargo.lock;final-target-deleted:crates/buzz-db/src/deletion.rs;crates/buzz-deletion/src/lib.rs;crates/buzz-media/Cargo.toml;crates/buzz-media/src/lib.rs;crates/buzz-media/src/storage.rs;crates/buzz-media/tests/versioned_minio.rs;crates/buzz-relay/src/api/git/transport.rs;crates/buzz-relay/src/handlers/side_effects.rs;deploy/charts/buzz/values.yaml;desktop/src-tauri/Cargo.lock;plans/reports/implementer-260905-native-release-integration.md;plans/reports/260905-substrate-integration.md;plans/reports/implementer-260905-supporting-source-ports.md;plans/reports/reviewer-260905-coverage-audit.md;plans/reports/reviewer-20260905-final-desktop-reconciliation.md,"Final-source audit: 8 target-exact, 3 adapted, 0 intentional Crew/mapped paths. Native tests 3431 passed, 19 ignored; clippy passed. 272 committed isolated PostgreSQL tests passed. Relay integration and isolated PostgreSQL regressions recorded in substrate evidence. Helm 47 tests across 9 suites plus lint/render and push release-contract passed. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
61,9b6a637d014607760d116b90c57062f82ab27cf3,fix(desktop): make lightbox zoom controls interactive (#6710),04-desktop,integrate final released behavior,4,desktop/src/shared/ui/markdown.tsx;desktop/src/shared/ui/markdown/ImageLightboxZoomControls.tsx;desktop/src/shared/ui/markdown/imageLightbox.ts;desktop/tests/e2e/image-attachment-gallery.spec.ts,adapted,Final 0.5.22 source for fix(desktop): make lightbox zoom controls interactive is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,desktop/src/shared/ui/markdown.tsx;desktop/src/shared/ui/markdown/ImageLightboxZoomControls.tsx;desktop/src/shared/ui/markdown/imageLightbox.ts;desktop/tests/e2e/image-attachment-gallery.spec.ts;plans/reports/reviewer-260905-coverage-audit.md;plans/reports/reviewer-20260905-final-desktop-reconciliation.md,"Final-source audit: 3 target-exact, 1 adapted, 0 intentional Crew/mapped paths. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
62,29f2054c69f2e0ea4ee90141ac6a80503e5f9bd1,highlight search terms in results and messages (#6702),04-desktop,integrate final released behavior,37,desktop/src/app/AppShell.tsx;desktop/src/app/navigation/searchHighlightNavigation.test.mjs;desktop/src/app/navigation/searchHighlightNavigation.ts;desktop/src/app/navigation/searchHitNavigation.test.mjs;desktop/src/app/navigation/searchHitNavigation.ts;desktop/src/app/navigation/useAppNavigation.ts;desktop/src/app/routes/ChannelRouteScreen.tsx;desktop/src/app/routes/channels.$channelId.posts.$postId.tsx;desktop/src/app/routes/channels.$channelId.tsx;desktop/src/app/routes/searchHighlightRouteState.test.mjs;desktop/src/app/routes/searchHighlightRouteState.ts;desktop/src/features/channels/ui/ChannelPane.tsx;desktop/src/features/channels/ui/ChannelPane.types.ts;desktop/src/features/channels/ui/ChannelScreen.tsx;desktop/src/features/channels/ui/ChannelScreen.types.ts;desktop/src/features/channels/ui/ForumChannelContent.tsx;desktop/src/features/channels/ui/searchTargetForwarding.tsx;desktop/src/features/channels/ui/useSearchHighlightProps.ts;desktop/src/features/forum/ui/ForumThreadPanel.tsx;desktop/src/features/forum/ui/ForumView.tsx;desktop/src/features/messages/ui/DiffMessage.tsx;desktop/src/features/messages/ui/DiffViewer.tsx;desktop/src/features/messages/ui/MessageRow.tsx;desktop/src/features/messages/ui/MessageThreadPanel.tsx;desktop/src/features/messages/ui/WaveMessageAttachment.tsx;desktop/src/features/search/lib/searchMatch.test.mjs;desktop/src/features/search/lib/searchMatch.ts;desktop/src/features/search/ui/HighlightedSearchText.tsx;desktop/src/features/search/ui/TopbarSearch.tsx;desktop/src/features/sidebar/ui/AppSidebar.types.ts;desktop/src/features/sidebar/ui/AppSidebarPinnedHeader.tsx;desktop/src/shared/lib/rehypeSearchHighlight.ts;desktop/src/shared/lib/searchHighlightStyle.ts;desktop/src/shared/ui/markdown/nodeCache.test.mjs;desktop/src/shared/ui/markdown/nodeCache.ts;desktop/src/testing/e2eBridge.ts;desktop/tests/e2e/smoke.spec.ts,adapted,Final 0.5.22 source for highlight search terms in results and messages is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,desktop/src/app/AppShell.tsx;desktop/src/app/navigation/searchHighlightNavigation.test.mjs;desktop/src/app/navigation/searchHighlightNavigation.ts;desktop/src/app/navigation/searchHitNavigation.test.mjs;desktop/src/app/navigation/searchHitNavigation.ts;desktop/src/app/navigation/useAppNavigation.ts;desktop/src/app/routes/ChannelRouteScreen.tsx;desktop/src/app/routes/channels.$channelId.posts.$postId.tsx;desktop/src/app/routes/channels.$channelId.tsx;desktop/src/app/routes/searchHighlightRouteState.test.mjs;desktop/src/app/routes/searchHighlightRouteState.ts;desktop/src/features/channels/ui/ChannelPane.tsx;desktop/src/features/channels/ui/ChannelPane.types.ts;desktop/src/features/channels/ui/ChannelScreen.tsx;desktop/src/features/channels/ui/ChannelScreen.types.ts;desktop/src/features/channels/ui/ForumChannelContent.tsx;desktop/src/features/channels/ui/searchTargetForwarding.tsx;desktop/src/features/channels/ui/useSearchHighlightProps.ts;desktop/src/features/forum/ui/ForumThreadPanel.tsx;desktop/src/features/forum/ui/ForumView.tsx;desktop/src/features/messages/ui/DiffMessage.tsx;desktop/src/features/messages/ui/DiffViewer.tsx;desktop/src/features/messages/ui/MessageRow.tsx;desktop/src/features/messages/ui/MessageThreadPanel.tsx;desktop/src/features/messages/ui/WaveMessageAttachment.tsx;desktop/src/features/search/lib/searchMatch.test.mjs;desktop/src/features/search/lib/searchMatch.ts;desktop/src/features/search/ui/HighlightedSearchText.tsx;desktop/src/features/search/ui/TopbarSearch.tsx;desktop/src/features/sidebar/ui/AppSidebar.types.ts;desktop/src/features/sidebar/ui/AppSidebarPinnedHeader.tsx;desktop/src/shared/lib/rehypeSearchHighlight.ts;desktop/src/shared/lib/searchHighlightStyle.ts;desktop/src/shared/ui/markdown/nodeCache.test.mjs;desktop/src/shared/ui/markdown/nodeCache.ts;desktop/src/testing/e2eBridge.ts;desktop/tests/e2e/smoke.spec.ts;plans/reports/implementer-260905-desktop-message-notification-huddle-ports.md;plans/reports/reviewer-260905-coverage-audit.md;plans/reports/reviewer-20260905-final-desktop-reconciliation.md,"Final-source audit: 18 target-exact, 19 adapted, 0 intentional Crew/mapped paths. 1374 message tests and 193 focused integration tests passed at report snapshot. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
63,12f3fea26e4c638a5fae20dce1ec0876e3bbca41,revert fixed mention highlight (#6716),04-desktop,integrate final released behavior,3,desktop/src/shared/styles/globals/markdown.css;desktop/src/shared/styles/globals/theme.css;desktop/tests/e2e/mentions.spec.ts,adapted,Final 0.5.22 source for revert fixed mention highlight is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,desktop/src/shared/styles/globals/markdown.css;desktop/src/shared/styles/globals/theme.css;desktop/tests/e2e/mentions.spec.ts;plans/reports/reviewer-260905-coverage-audit.md;plans/reports/reviewer-20260905-final-desktop-reconciliation.md,"Final-source audit: 0 target-exact, 3 adapted, 0 intentional Crew/mapped paths. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
64,113a33b7e49b7173ee1767c49ef2f49c63803034,Add database pressure observability (#6700),01-toolchain-ci-docs;02-shared-substrate,integrate final released behavior,17,.github/workflows/ci.yml;Cargo.lock;crates/buzz-audit/Cargo.toml;crates/buzz-datastore-tracing/Cargo.toml;crates/buzz-datastore-tracing/src/lib.rs;crates/buzz-datastore-tracing/tests/runtime.rs;crates/buzz-db/src/channel.rs;crates/buzz-db/src/community.rs;crates/buzz-db/src/deletion.rs;crates/buzz-db/src/lib.rs;crates/buzz-db/src/migration.rs;crates/buzz-db/src/observability.rs;crates/buzz-db/src/push.rs;crates/buzz-db/src/relay_members.rs;crates/buzz-db/src/replaceable.rs;crates/buzz-db/tests/observability_source.rs;crates/buzz-search/Cargo.toml,adapted,Final 0.5.22 source for Add database pressure observability is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,.github/workflows/ci.yml;Cargo.lock;crates/buzz-audit/Cargo.toml;crates/buzz-datastore-tracing/Cargo.toml;crates/buzz-datastore-tracing/src/lib.rs;crates/buzz-datastore-tracing/tests/runtime.rs;final-target-deleted:crates/buzz-db/src/channel.rs;final-target-deleted:crates/buzz-db/src/community.rs;final-target-deleted:crates/buzz-db/src/deletion.rs;crates/buzz-db/src/lib.rs;final-target-deleted:crates/buzz-db/src/migration.rs;final-target-deleted:crates/buzz-db/src/observability.rs;final-target-deleted:crates/buzz-db/src/push.rs;final-target-deleted:crates/buzz-db/src/relay_members.rs;final-target-deleted:crates/buzz-db/src/replaceable.rs;crates/buzz-db/tests/observability_source.rs;crates/buzz-search/Cargo.toml;.github/workflows/nuncio-crew-ci.yml;.github/workflows/nuncio-crew-release.yml;plans/reports/260905-substrate-integration.md;plans/reports/reviewer-260905-coverage-audit.md,"Final-source audit: 15 target-exact, 2 adapted, 0 intentional Crew/mapped paths. 272 committed isolated PostgreSQL tests passed. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
65,a526dca9bcaa08dfb5db77999cc1f584a17a9d64,feat: navigate images across message threads (#6705),04-desktop,integrate final released behavior,6,desktop/src/features/messages/ui/MessageThreadPanel.tsx;desktop/src/shared/ui/markdown.tsx;desktop/src/shared/ui/markdown/ImageGalleryStatus.tsx;desktop/src/shared/ui/markdown/LinkPreviewImageLightbox.tsx;desktop/src/shared/ui/markdown/imageLightbox.ts;desktop/tests/e2e/image-attachment-gallery.spec.ts,adapted,Final 0.5.22 source for feat: navigate images across message threads is accounted for at the current paths below. Shared files retain Crew extensions or use existing Crew integration seams; supporting review evidence is attached.,desktop/src/features/messages/ui/MessageThreadPanel.tsx;desktop/src/shared/ui/markdown.tsx;desktop/src/shared/ui/markdown/ImageGalleryStatus.tsx;desktop/src/shared/ui/markdown/LinkPreviewImageLightbox.tsx;desktop/src/shared/ui/markdown/imageLightbox.ts;desktop/tests/e2e/image-attachment-gallery.spec.ts;plans/reports/implementer-260905-desktop-message-notification-huddle-ports.md;plans/reports/reviewer-260905-coverage-audit.md;plans/reports/reviewer-20260905-final-desktop-reconciliation.md,"Final-source audit: 4 target-exact, 2 adapted, 0 intentional Crew/mapped paths. 1374 message tests and 193 focused integration tests passed at report snapshot. Source coverage and local just ci/dependency-policy gates passed; 10k browser smoke passed; PR #342 Gate/manual passed on 0ef5491f; whole CI cancelled after smoke 3/4 timeouts with failures. Later repairs have local validation; PR342 checks are canonical remote evidence and full NuncioCrew CI including all desktop smoke shards and manual upstream compatibility must pass on the exact head at merge."
